post_id	date	num_likes	num_angry	num_shares
904277726319518_2815993118481293	2020-01-31T11:33:15+0000	1225	2	103
904277726319518_2813976112016327	2020-01-30T11:49:56+0000	4354	264	2503
904277726319518_2812827805464491	2020-01-29T21:20:17+0000	2940	564	440
904277726319518_2812792968801308	2020-01-29T21:00:46+0000	2116	2	104
904277726319518_2808076015939670	2020-01-27T15:11:56+0000	8370	7	712
904277726319518_2806271942786744	2020-01-26T16:58:51+0000	29387	6	576
904277726319518_2803986739681931	2020-01-25T14:34:52+0000	2543	7	507
904277726319518_2800724786674793	2020-01-23T23:08:01+0000	6194	9	360
904277726319518_2798299066917365	2020-01-22T17:19:28+0000	7453	4	395
904277726319518_2798081073605831	2020-01-22T15:06:06+0000	3784	49	851
904277726319518_2797774900303115	2020-01-22T11:59:49+0000	1863	8	336
904277726319518_2794272223986716	2020-01-20T14:43:19+0000	2623	1498	2119
904277726319518_2788143047932967	2020-01-17T13:50:39+0000	8327	112	897
904277726319518_2787053274708611	2020-01-17T00:17:14+0000	8331	85	2342
904277726319518_2781359461944659	2020-01-14T12:03:25+0000	10136	335	3543
904277726319518_2780344738712798	2020-01-13T23:48:59+0000	5275	971	1317
904277726319518_2774713159275956	2020-01-11T12:15:03+0000	1572	541	443
904277726319518_2774602482620357	2020-01-11T11:08:32+0000	976	5	137
904277726319518_2771145596299379	2020-01-09T21:42:56+0000	6103	15	1340
904277726319518_2767920453288560	2020-01-08T11:38:53+0000	11305	90	958
904277726319518_2762416943838911	2020-01-05T20:27:00+0000	2048	5	371
904277726319518_2762413740505898	2020-01-05T20:25:06+0000	3400	7	597
904277726319518_2759272564153349	2020-01-04T11:04:09+0000	1396	16	256
904277726319518_2748169108597028	2019-12-30T13:14:22+0000	3501	110	1010
904277726319518_2745934372153835	2019-12-29T12:01:59+0000	4304	8	604
904277726319518_2743657325714873	2019-12-28T10:22:13+0000	1793	35	324
904277726319518_2740611092686163	2019-12-26T21:43:23+0000	1862	887	715
904277726319518_2735834633163809	2019-12-24T18:00:28+0000	1793	0	87
904277726319518_2732180580195881	2019-12-23T01:02:05+0000	8529	1	274
904277726319518_2731984840215455	2019-12-22T22:25:49+0000	17430	13	779
904277726319518_2728687927211813	2019-12-21T11:28:53+0000	1740	64	353
904277726319518_2725475510866388	2019-12-19T22:42:18+0000	6411	12	696
904277726319518_2724480117632594	2019-12-19T12:11:13+0000	8963	6	639
904277726319518_482776805692148	2019-12-16T23:00:59+0000	1977	5	464
904277726319518_2716175305129742	2019-12-15T14:00:43+0000	3631	7	172
904277726319518_2716032381810701	2019-12-15T12:47:13+0000	9946	1394	7020
904277726319518_2713590142054925	2019-12-14T11:29:36+0000	1711	136	151
904277726319518_2712145788866027	2019-12-13T18:48:44+0000	4490	2	361
904277726319518_2708048415942431	2019-12-11T23:57:24+0000	13803	11	1734
904277726319518_1042647922746492	2019-12-09T23:00:34+0000	1644	0	408
904277726319518_2698848960195710	2019-12-07T21:38:14+0000	9306	35	1300
904277726319518_2697696636977609	2019-12-07T10:33:45+0000	795	2	124
904277726319518_2688844101196196	2019-12-03T12:10:11+0000	4010	2866	7438
904277726319518_2687191001361506	2019-12-02T17:54:14+0000	2343	6	75
904277726319518_1694779503985268	2019-12-02T23:00:13+0000	2039	13	450
904277726319518_2681682781912328	2019-11-30T11:12:45+0000	830	13	79
904277726319518_2671431079604165	2019-11-25T23:00:07+0000	2006	12	294
904277726319518_2670632116350728	2019-11-25T15:18:11+0000	8096	16	327
904277726319518_2665632440184029	2019-11-23T14:25:44+0000	7433	12	417
904277726319518_2665370230210250	2019-11-23T12:13:03+0000	5119	11	181
904277726319518_2665184326895507	2019-11-23T10:22:50+0000	1143	4	108
904277726319518_2658779977535942	2019-11-20T14:52:33+0000	9381	9	2365
904277726319518_2656883197725620	2019-11-19T17:12:46+0000	3264	12	545
904277726319518_467618857207259	2019-11-18T23:00:31+0000	5234	16	2091
904277726319518_2654140924666514	2019-11-18T10:55:30+0000	10074	10	649
904277726319518_2653317308082209	2019-11-18T01:17:16+0000	17202	24	996
904277726319518_2149882978649266	2019-11-18T00:13:29+0000	3266	71	305
904277726319518_556456315181560	2019-11-17T15:58:35+0000	5257	89	948
904277726319518_2649510065129600	2019-11-16T11:17:16+0000	1523	9	257
904277726319518_2639518476128759	2019-11-11T23:00:45+0000	2150	10	265
904277726319518_2638532779560662	2019-11-11T13:13:05+0000	3491	4	178
904277726319518_2638485776232029	2019-11-11T12:49:39+0000	12357	19	598
904277726319518_2637395089674431	2019-11-11T00:09:18+0000	4831	87	210
904277726319518_2636527093094564	2019-11-10T14:58:41+0000	25625	10	2281
904277726319518_2634874279926512	2019-11-09T20:19:52+0000	13958	31	1414
904277726319518_2634034716677135	2019-11-09T12:14:23+0000	40297	78	2931
904277726319518_2630865796994027	2019-11-08T01:03:43+0000	23929	61	3244
904277726319518_2630575127023094	2019-11-07T21:39:20+0000	17388	46	871
904277726319518_2627444690669471	2019-11-06T10:51:51+0000	2905	252	233
904277726319518_731504774018175	2019-11-04T23:02:10+0000	3071	21	513
904277726319518_2623440541069886	2019-11-04T14:01:23+0000	2315	1	54
904277726319518_2619643821449558	2019-11-02T17:48:01+0000	8748	2410	2714
904277726319518_2618982318182375	2019-11-02T11:25:45+0000	3882	25	444
904277726319518_2617832678297339	2019-11-01T21:55:03+0000	21815	8	3114
904277726319518_2616925681721372	2019-11-01T11:54:51+0000	5631	14	232
904277726319518_2615437628536844	2019-10-31T18:22:13+0000	5938	13	1487
904277726319518_2611138895633384	2019-10-29T16:03:19+0000	23230	47	3233
904277726319518_2608922922521648	2019-10-28T14:39:06+0000	7462	4	278
904277726319518_1684979824972538	2019-10-28T23:00:40+0000	3000	8	532
904277726319518_2606606279419979	2019-10-27T12:37:38+0000	6239	6	1129
904277726319518_2606466012767339	2019-10-27T11:27:13+0000	17233	20	367
904277726319518_2604230622990878	2019-10-26T10:52:37+0000	1545	9	175
904277726319518_2601016843312256	2019-10-24T20:51:15+0000	1956	3	131
904277726319518_2598018730278734	2019-10-23T11:14:42+0000	2081	10	547
904277726319518_2596763903737550	2019-10-22T20:00:50+0000	4352	9	1090
904277726319518_2144775529158964	2019-10-21T23:00:15+0000	4498	9	1488
904277726319518_2589677814446159	2019-10-19T13:33:22+0000	7406	1050	1413
904277726319518_2589554634458477	2019-10-19T12:18:15+0000	1441	8	215
904277726319518_2588117911268816	2019-10-18T18:58:14+0000	8035	18	592
904277726319518_1102027703336820	2019-10-18T17:43:15+0000	5274	34	866
904277726319518_2581943135219627	2019-10-15T20:27:20+0000	21409	15	5426
904277726319518_2581427951937812	2019-10-15T14:49:09+0000	18474	6	1872
904277726319518_2581159065298034	2019-10-15T12:05:35+0000	1288	0	164
904277726319518_398898817455763	2019-10-14T23:00:06+0000	4654	13	1173
904277726319518_2578288925585048	2019-10-14T00:36:58+0000	4185	5	262
904277726319518_2575198442560763	2019-10-12T13:06:28+0000	10453	12	474
904277726319518_2575088749238399	2019-10-12T12:00:08+0000	1045	3	90
904277726319518_2573723706041570	2019-10-11T18:05:56+0000	4181	17	1065
904277726319518_2573723479374926	2019-10-11T18:05:48+0000	3912	16	765
904277726319518_2568484353232172	2019-10-08T23:00:06+0000	2760	13	601
904277726319518_2568274006586540	2019-10-08T20:07:54+0000	4804	341	1168
904277726319518_2567486246665316	2019-10-08T11:33:50+0000	9173	28	613
904277726319518_2566597636754177	2019-10-07T23:01:54+0000	1268	4	110
904277726319518_2563805487033392	2019-10-06T12:32:26+0000	6878	248	1013
904277726319518_2561677157246225	2019-10-05T10:58:29+0000	1983	6	244
904277726319518_2553894781357796	2019-10-01T12:29:49+0000	3224	10	455
904277726319518_2552857851461489	2019-10-01T01:03:27+0000	5463	4	495
904277726319518_2552705564810051	2019-09-30T23:02:05+0000	3516	39	1277
904277726319518_2551994071547867	2019-09-30T14:02:13+0000	5892	10	310
904277726319518_2550013698412571	2019-09-29T12:23:30+0000	16015	157	1708
904277726319518_2547911145289493	2019-09-28T10:23:27+0000	2004	3	193
904277726319518_2546010512146223	2019-09-27T10:53:11+0000	8458	850	1484
904277726319518_2544204315660176	2019-09-26T12:00:43+0000	2358	7	325
904277726319518_2541086802638594	2019-09-24T18:19:31+0000	12697	92	399
904277726319518_2468844493181930	2019-09-23T23:02:05+0000	2348	7	609
904277726319518_2535570366523571	2019-09-21T17:29:24+0000	16901	154	1131
904277726319518_2535212403226034	2019-09-21T13:48:51+0000	1251	22	163
904277726319518_2532174780196463	2019-09-19T22:27:42+0000	11257	9	770
904277726319518_2528302380583703	2019-09-17T18:43:23+0000	4996	9	371
904277726319518_519976838813539	2019-09-16T23:02:05+0000	2695	3	614
904277726319518_1155583484638438	2019-09-16T01:55:49+0000	2283	22	649
904277726319518_2522330111180930	2019-09-14T11:00:40+0000	2065	5	217
904277726319518_2514549408625667	2019-09-09T23:00:59+0000	4517	7	1252
904277726319518_2513641305383144	2019-09-09T11:13:14+0000	8929	9	541
904277726319518_2511805992233342	2019-09-08T11:09:27+0000	3744	12	596
904277726319518_2511796972234244	2019-09-08T11:04:03+0000	7939	726	1845
904277726319518_2509991815748093	2019-09-07T11:37:37+0000	1924	26	350
904277726319518_2509349005812374	2019-09-07T02:13:26+0000	8677	12	495
904277726319518_2507465186000756	2019-09-06T00:55:17+0000	6265	3	781
904277726319518_2507464176000857	2019-09-06T00:54:18+0000	4570	8	212
904277726319518_2507170456030229	2019-09-05T20:40:46+0000	895	1	118
904277726319518_2505003539580254	2019-09-04T15:21:32+0000	5931	6	321
904277726319518_2502188139861794	2019-09-02T23:10:53+0000	3330	12	585
904277726319518_2500488280031780	2019-09-02T00:48:51+0000	7689	12	739
904277726319518_2499918906755384	2019-09-01T17:00:51+0000	1361	7	162
904277726319518_2498506450229963	2019-08-31T22:28:20+0000	9157	14	688
904277726319518_1420532878113136	2019-08-31T14:36:48+0000	2897	14	511
904277726319518_1116687741868590	2019-08-31T14:08:27+0000	5063	77	1430
904277726319518_2286183585028297	2019-08-31T14:03:06+0000	6421	37	1477
904277726319518_955720028104754	2019-08-31T13:54:09+0000	3807	26	662
904277726319518_2497469913666950	2019-08-31T10:37:03+0000	1693	4	165
904277726319518_2497061973707744	2019-08-31T03:20:54+0000	22425	85	1217
904277726319518_2496957017051573	2019-08-31T01:53:44+0000	12677	17	3164
904277726319518_225851745031351	2019-08-30T22:27:37+0000	8014	198	2684
904277726319518_2690551794297340	2019-08-30T21:57:56+0000	11243	38	2448
904277726319518_2494983087248966	2019-08-29T22:02:33+0000	4800	1	154
904277726319518_2494633173950624	2019-08-29T17:20:10+0000	2802	7	340
904277726319518_2494210833992858	2019-08-29T12:28:05+0000	3706	1126	1709
904277726319518_2492532414160700	2019-08-28T12:25:46+0000	9544	118	1467
904277726319518_2490887197658555	2019-08-27T13:10:09+0000	8791	672	716
904277726319518_2489942034419738	2019-08-26T23:00:16+0000	3142	4	469
904277726319518_2489687494445192	2019-08-26T19:17:07+0000	1667	3	40
904277726319518_2485584568188818	2019-08-24T11:29:42+0000	4568	98	623
904277726319518_2482664048480870	2019-08-22T19:42:10+0000	1259	2	141
904277726319518_2482633638483911	2019-08-22T19:16:52+0000	8207	5	267
904277726319518_2479319275482014	2019-08-20T21:17:32+0000	17298	68	2396
904277726319518_2478968572183751	2019-08-20T16:51:17+0000	2499	38	352
904277726319518_2478959995517942	2019-08-20T16:45:42+0000	990	10	142
904277726319518_2478478575566084	2019-08-20T11:23:44+0000	13152	24	1533
904277726319518_2477712085642733	2019-08-19T23:36:41+0000	1475	7	163
904277726319518_2477668592313749	2019-08-19T23:03:15+0000	4624	16	967
904277726319518_2477009942379614	2019-08-19T15:09:05+0000	8251	29	873
904277726319518_2476676562412952	2019-08-19T11:02:22+0000	4715	5	326
904277726319518_2473151462765462	2019-08-17T11:00:44+0000	1362	10	142
904277726319518_2468192773261331	2019-08-14T13:31:45+0000	1368	4	148
904277726319518_2465544833526125	2019-08-12T23:02:51+0000	4725	9	1138
904277726319518_2462943507119591	2019-08-11T12:24:54+0000	5976	11	1923
904277726319518_2461964213884187	2019-08-10T22:18:17+0000	8387	21	3113
904277726319518_2461293433951265	2019-08-10T14:16:26+0000	5316	3	436
904277726319518_2461142563966352	2019-08-10T12:59:00+0000	4366	241	2405
904277726319518_2461124330634842	2019-08-10T12:22:46+0000	1430	48	160
904277726319518_2460003377413604	2019-08-09T19:27:19+0000	13643	3905	17628
904277726319518_2457887567625185	2019-08-08T14:08:55+0000	10804	10	2616
904277726319518_2456515281095747	2019-08-07T18:03:05+0000	1820	23	190
904277726319518_2454811341266141	2019-08-06T17:27:26+0000	7745	153	1939
904277726319518_2454501277963814	2019-08-06T13:37:24+0000	1971	1118	965
904277726319518_2453566564723952	2019-08-05T23:02:13+0000	4482	18	1167
904277726319518_2453275581419717	2019-08-05T18:55:31+0000	2185	5	91
904277726319518_2451405461606729	2019-08-04T17:33:12+0000	7338	1580	3193
904277726319518_2451178084962800	2019-08-04T14:49:42+0000	3915	7	270
904277726319518_2449191971828078	2019-08-03T11:50:27+0000	1913	2	282
904277726319518_2447927881954487	2019-08-02T18:01:11+0000	3996	597	1559
904277726319518_2447492071998068	2019-08-02T12:48:56+0000	1612	5	227
904277726319518_2445952702152005	2019-08-01T14:49:03+0000	13132	26	866
904277726319518_2442504905830118	2019-07-30T14:36:08+0000	10947	90	2265
904277726319518_2441444642602811	2019-07-29T23:47:51+0000	11227	13	1034
904277726319518_2441399455940663	2019-07-29T23:02:35+0000	5482	23	1823
904277726319518_2440826889331253	2019-07-29T15:51:25+0000	9794	4551	3453
904277726319518_2440567902690485	2019-07-29T12:43:27+0000	6317	1484	1934
904277726319518_2438813066199302	2019-07-28T12:30:23+0000	23591	69	2051
904277726319518_2437501772997098	2019-07-27T17:14:38+0000	5357	9	343
904277726319518_2437137086366900	2019-07-27T14:05:00+0000	25837	22	1286
904277726319518_2437131846367424	2019-07-27T13:21:41+0000	11058	117	852
904277726319518_2436989389715003	2019-07-27T11:42:24+0000	1607	5	156
904277726319518_2435869493160326	2019-07-26T18:43:28+0000	2575	5	233
904277726319518_2435389269875015	2019-07-26T13:36:35+0000	21065	2522	9151
904277726319518_2432130196867589	2019-07-24T15:12:33+0000	14677	1212	4197
904277726319518_2429218397158769	2019-07-22T23:00:00+0000	8230	24	2773
904277726319518_2428500103897265	2019-07-22T13:23:14+0000	8592	1940	4364
904277726319518_2427524663994809	2019-07-21T22:06:30+0000	12632	4	1664
904277726319518_2426799717400637	2019-07-21T12:51:50+0000	5372	11	1018
904277726319518_2425095030904439	2019-07-20T13:11:56+0000	35694	20	4514
904277726319518_2424969397583669	2019-07-20T11:59:23+0000	2638	11	250
904277726319518_724823194626731	2019-07-19T20:00:32+0000	3498	5	993
904277726319518_2422121287868480	2019-07-18T18:31:16+0000	23597	48	2867
904277726319518_2419825791431363	2019-07-17T11:20:27+0000	7771	5	1878
904277726319518_2415103771903565	2019-07-14T14:52:34+0000	6986	1196	3249
904277726319518_2413727228707886	2019-07-13T18:42:21+0000	7849	3	106
904277726319518_2413253742088568	2019-07-13T12:44:56+0000	1147	12	128
904277726319518_2410920948988514	2019-07-12T02:48:16+0000	7711	40	764
904277726319518_2408311115916164	2019-07-10T14:00:00+0000	3236	3	105
904277726319518_2408309849249624	2019-07-10T13:29:44+0000	7594	4	144
904277726319518_2407507749329834	2019-07-10T01:09:23+0000	8554	54	474
904277726319518_2407502299330379	2019-07-10T01:04:44+0000	10905	121	2604
904277726319518_2402313549849254	2019-07-06T21:47:21+0000	3721	2	65
904277726319518_2401497183264224	2019-07-06T11:24:39+0000	2760	12	400
904277726319518_2398299870250622	2019-07-04T14:55:18+0000	7475	3	4090
904277726319518_2390228854391057	2019-06-29T21:15:01+0000	19091	89	2164
904277726319518_2389375404476402	2019-06-29T10:58:10+0000	4621	1490	2826
904277726319518_2389359974477945	2019-06-29T10:43:41+0000	3660	9	429
904277726319518_2387050794708863	2019-06-28T00:22:43+0000	8127	2092	13641
904277726319518_2383476388399637	2019-06-26T00:28:10+0000	3397	15	625
904277726319518_2376959065718036	2019-06-22T11:32:20+0000	4962	6	805
904277726319518_2374022239345052	2019-06-20T19:02:34+0000	1399	111	244
904277726319518_2368306449916631	2019-06-17T12:15:44+0000	7130	49	3511
904277726319518_2364616706952272	2019-06-15T10:15:47+0000	4455	6	641
904277726319518_2363786603701949	2019-06-14T21:24:03+0000	32277	101	12746
904277726319518_2359476620799614	2019-06-12T11:37:35+0000	53973	20	3058
904277726319518_2358531544227455	2019-06-11T21:12:26+0000	2621	5	286
904277726319518_2357621004318509	2019-06-11T10:49:32+0000	23526	220	2444
904277726319518_2355380427875900	2019-06-10T03:29:15+0000	36345	40	2690
904277726319518_2354354017978541	2019-06-09T13:26:30+0000	6141	7	1036
904277726319518_631562860652450	2019-06-08T18:03:17+0000	5342	24	960
904277726319518_2352561621491114	2019-06-08T13:55:33+0000	1774	8	168
904277726319518_2348991221848154	2019-06-06T13:57:07+0000	3237	5	409
904277726319518_2346119892135287	2019-06-04T22:52:38+0000	7525	15	2062
904277726319518_2345102095570400	2019-06-04T10:49:40+0000	7963	4	1219
904277726319518_2343631602384116	2019-06-03T13:27:27+0000	7939	11	502
904277726319518_2342388239175119	2019-06-02T19:55:01+0000	4874	1	301
904277726319518_2341806245899985	2019-06-02T14:30:00+0000	5074	16	875
904277726319518_2341770672570209	2019-06-02T13:30:00+0000	2274	3	297
904277726319518_2341761049237838	2019-06-02T12:28:49+0000	4735	9	492
904277726319518_2340736806006929	2019-06-01T20:50:20+0000	17343	61	6320
904277726319518_2340458916034718	2019-06-01T17:04:26+0000	2786	5	581
904277726319518_2340039429410000	2019-06-01T12:11:07+0000	2210	5	294
904277726319518_2339142996166310	2019-05-31T21:55:55+0000	1941	0	293
904277726319518_2337480679665875	2019-05-30T22:00:30+0000	7600	2	384
904277726319518_2337318676348742	2019-05-30T19:45:42+0000	25994	8	10013
904277726319518_2336698823077394	2019-05-30T13:03:33+0000	3095	456	5043
904277726319518_2335839489829994	2019-05-29T23:33:12+0000	6539	12	1443
904277726319518_2335612776519332	2019-05-29T20:13:47+0000	3981	4	1029
904277726319518_2334213183325958	2019-05-29T00:09:00+0000	4306	11	269
904277726319518_2334185409995402	2019-05-28T23:42:41+0000	703	1	65
904277726319518_2334139330000010	2019-05-28T22:57:07+0000	821	6	93
904277726319518_2333797386700871	2019-05-28T17:48:43+0000	4548	5305	3669
904277726319518_2333285796752030	2019-05-28T11:32:59+0000	3552	5	259
904277726319518_2332803243466952	2019-05-28T03:18:32+0000	3860	8	188
904277726319518_2332550700158873	2019-05-27T23:12:41+0000	837	2	121
904277726319518_2332131083534168	2019-05-27T17:12:19+0000	6917	19	298
904277726319518_2330851343662142	2019-05-26T23:06:34+0000	3762	4	330
904277726319518_2329143623832914	2019-05-25T23:34:21+0000	11550	5	1827
904277726319518_2328712190542724	2019-05-25T17:23:38+0000	6860	9	697
904277726319518_2328614513885825	2019-05-25T16:10:19+0000	4376	5	402
904277726319518_1269578226537845	2019-05-25T13:54:13+0000	5251	42	1622
904277726319518_533992290465988	2019-05-25T13:47:32+0000	4067	29	1651
904277726319518_2328097347270875	2019-05-25T10:23:57+0000	3407	6	492
904277726319518_387079452015929	2019-05-24T22:12:44+0000	3708	15	1264
904277726319518_475435526540967	2019-05-24T21:35:50+0000	3144	44	864
904277726319518_2327075474039729	2019-05-24T18:25:22+0000	2514	8	293
904277726319518_2326979147382695	2019-05-24T17:09:21+0000	2770	3	199
904277726319518_2326825770731366	2019-05-24T15:19:29+0000	4838	3	249
904277726319518_604837279999531	2019-05-24T14:13:09+0000	5010	25	1223
904277726319518_1018702198321908	2019-05-24T13:18:07+0000	2727	18	637
904277726319518_680519205730346	2019-05-24T12:31:57+0000	2804	17	1175
904277726319518_2325731017507508	2019-05-23T23:50:59+0000	8669	10	1223
904277726319518_2325682617512348	2019-05-23T23:05:13+0000	4354	1	614
904277726319518_687076425076434	2019-05-23T21:07:55+0000	3946	31	1176
904277726319518_447384229357867	2019-05-23T19:52:36+0000	4147	21	629
904277726319518_2325346614212615	2019-05-23T18:18:51+0000	8880	10	604
904277726319518_2325250310888912	2019-05-23T17:03:48+0000	4900	4	275
904277726319518_1251104331738614	2019-05-23T16:25:37+0000	3526	18	903
904277726319518_323500748329751	2019-05-23T15:29:48+0000	3084	13	636
904277726319518_384438528835713	2019-05-23T14:45:21+0000	2494	26	682
904277726319518_303119583951503	2019-05-23T14:35:16+0000	3849	21	1003
904277726319518_2531758786858490	2019-05-23T13:46:39+0000	3746	37	1187
904277726319518_2323704771043466	2019-05-22T18:02:07+0000	791	2	194
904277726319518_2322274087853201	2019-05-21T20:50:12+0000	14368	3	3054
904277726319518_2321581751255768	2019-05-21T12:33:51+0000	4317	2961	3265
904277726319518_2318621348218475	2019-05-19T15:57:47+0000	19024	27	15436
904277726319518_2316550835092193	2019-05-18T12:32:21+0000	2748	6	430
904277726319518_2315313575215919	2019-05-17T17:17:08+0000	2026	2	127
904277726319518_2314727108607899	2019-05-17T10:41:55+0000	2795	40	759
904277726319518_2313837885363488	2019-05-16T20:25:57+0000	9533	37	2768
904277726319518_2313478915399385	2019-05-16T15:37:41+0000	13734	2472	9948
904277726319518_2312463715500905	2019-05-16T01:54:52+0000	27942	22	4761
904277726319518_432829520827841	2019-05-15T22:17:30+0000	4817	25	785
904277726319518_1454351158039246	2019-05-15T19:55:04+0000	19393	113	7310
904277726319518_2311613692252574	2019-05-15T14:37:38+0000	15340	8	1645
904277726319518_2311220712291872	2019-05-15T10:03:52+0000	13394	9	701
904277726319518_2308264352587508	2019-05-13T13:07:58+0000	8712	2	3152
904277726319518_2308132242600719	2019-05-13T12:08:07+0000	4784	909	2179
904277726319518_448523642585586	2019-05-13T00:09:15+0000	3667	5	357
904277726319518_2306423429438267	2019-05-12T11:37:29+0000	3739	4	221
904277726319518_2305278606219416	2019-05-11T20:34:59+0000	4690	1298	3549
904277726319518_2304576792956264	2019-05-11T12:03:48+0000	2165	7	357
904277726319518_2303960853017858	2019-05-11T02:15:54+0000	5850	13	398
904277726319518_2303809296366347	2019-05-10T23:56:22+0000	951	1	143
904277726319518_2303656359714974	2019-05-10T21:31:46+0000	13705	19	1184
904277726319518_2302995783114365	2019-05-10T12:46:46+0000	3880	8	155
904277726319518_2302082286539048	2019-05-09T22:39:50+0000	17236	17	4167
904277726319518_2302014583212485	2019-05-09T21:33:29+0000	1754	5	299
904277726319518_1035111460211722	2019-05-09T20:05:05+0000	5225	54	1164
904277726319518_2301178109962799	2019-05-09T11:05:02+0000	8036	6	833
904277726319518_2300257743388169	2019-05-08T20:19:06+0000	1830	1415	915
904277726319518_2300024360078174	2019-05-08T16:46:20+0000	2483	4	241
904277726319518_2299621146785162	2019-05-08T11:26:21+0000	8478	12	1514
904277726319518_2298065733607370	2019-05-07T11:37:00+0000	9636	1	558
904277726319518_2297377747009502	2019-05-06T23:40:17+0000	30084	66	22777
904277726319518_2296535033760440	2019-05-06T11:39:27+0000	4325	649	1846
904277726319518_2295960217151255	2019-05-06T02:03:59+0000	9098	3	1704
904277726319518_2295629920517618	2019-05-05T22:01:01+0000	9860	5	3096
904277726319518_2295628550517755	2019-05-05T20:53:05+0000	3034	31	914
904277726319518_2293744267372850	2019-05-04T17:46:26+0000	12300	1898	1283
904277726319518_2293567957390481	2019-05-04T15:29:25+0000	2807	2	265
904277726319518_827593587608665	2019-05-01T15:31:24+0000	18765	102	7146
904277726319518_2288507961229814	2019-05-01T12:11:57+0000	14044	45	9127
904277726319518_2287702264643717	2019-04-30T23:02:40+0000	12081	812	3819
904277726319518_2286906801389930	2019-04-30T11:50:47+0000	10815	4172	3495
904277726319518_2286018791478731	2019-04-29T20:00:41+0000	7376	1056	2988
904277726319518_2284583181622292	2019-04-28T22:24:54+0000	8670	5	488
904277726319518_2284225318324745	2019-04-28T17:03:44+0000	7650	19	1397
904277726319518_2284007741679836	2019-04-28T14:38:17+0000	23574	35	6347
904277726319518_2282474828499794	2019-04-27T19:49:58+0000	10362	104	7292
904277726319518_2282470235166920	2019-04-27T14:40:45+0000	5234	11	1166
904277726319518_2282345448512732	2019-04-27T13:20:31+0000	10208	7	329
904277726319518_2281400251940585	2019-04-26T21:12:56+0000	17632	22	3613
904277726319518_2281390071941603	2019-04-26T21:02:14+0000	2862	4	415
904277726319518_2280725672008043	2019-04-26T12:17:05+0000	3557	9	682
904277726319518_2280088555405088	2019-04-26T00:56:31+0000	1299	7	172
904277726319518_2280026288744648	2019-04-25T23:50:44+0000	3603	3	437
904277726319518_2279896205424323	2019-04-25T21:50:38+0000	9163	8	1411
904277726319518_2278495672231043	2019-04-24T23:44:04+0000	4004	19	642
904277726319518_2277801198967157	2019-04-24T13:12:27+0000	1682	303	1176
904277726319518_2275220079225269	2019-04-22T21:29:04+0000	4598	5	2476
904277726319518_2274929405921003	2019-04-22T17:45:06+0000	5283	2	803
904277726319518_2274500849297192	2019-04-22T12:06:18+0000	2297	157	675
904277726319518_2273091936104750	2019-04-21T13:40:42+0000	6145	6	3058
904277726319518_2269534843127126	2019-04-19T14:01:05+0000	4351	2399	2051
904277726319518_2266413253439285	2019-04-17T11:22:18+0000	1536	488	734
904277726319518_2265569366857007	2019-04-16T20:28:42+0000	22178	90	4089
904277726319518_2263995143681096	2019-04-15T18:38:51+0000	7581	4	752
904277726319518_2263640573716553	2019-04-15T13:36:54+0000	5835	1973	4822
904277726319518_2263440810403196	2019-04-15T10:43:21+0000	2568	1764	1242
904277726319518_2262710450476232	2019-04-14T23:08:00+0000	2824	1	725
904277726319518_2262701993810411	2019-04-14T21:57:00+0000	23504	14	14825
904277726319518_2262700593810551	2019-04-14T21:26:18+0000	4318	3	523
904277726319518_2262185507195393	2019-04-14T14:07:09+0000	4959	5585	10732
904277726319518_2261307453949865	2019-04-13T22:30:24+0000	12731	15	1332
904277726319518_2259306477483296	2019-04-12T13:53:51+0000	15863	389	5702
904277726319518_2257668610980416	2019-04-11T11:50:04+0000	2772	839	1714
904277726319518_2256868664393744	2019-04-10T21:51:30+0000	1492	14	437
904277726319518_2256769814403629	2019-04-10T21:07:00+0000	3725	42	911
904277726319518_2256762054404405	2019-04-10T20:21:04+0000	5204	267	2765
904277726319518_2255271361220141	2019-04-09T20:56:37+0000	15244	44	5328
904277726319518_2255045671242710	2019-04-09T17:28:02+0000	1773	0	447
904277726319518_2253902294690381	2019-04-08T23:07:01+0000	655	3	54
904277726319518_2253414111405866	2019-04-08T16:04:45+0000	8866	10	2748
904277726319518_2252248768189067	2019-04-07T20:52:56+0000	6307	9	560
904277726319518_2251846551562622	2019-04-07T15:04:31+0000	1296	3	124
904277726319518_2250375315043079	2019-04-06T15:41:31+0000	1606	4	228
904277726319518_2250374848376459	2019-04-06T15:41:05+0000	1619	5	204
904277726319518_2250229258391018	2019-04-06T14:04:33+0000	4634	10	495
904277726319518_2250177555062855	2019-04-06T13:48:56+0000	4337	12	192
904277726319518_2249415515139059	2019-04-06T01:10:04+0000	1200	2	124
904277726319518_2249414711805806	2019-04-06T01:09:20+0000	786	5	71
904277726319518_2249225388491405	2019-04-05T21:59:45+0000	1842	4	254
904277726319518_2626683184027653	2019-04-05T20:20:27+0000	6358	32	1435
904277726319518_2249062281841049	2019-04-05T19:30:14+0000	1971	5	270
904277726319518_2248838995196711	2019-04-05T16:24:05+0000	1043	1	102
904277726319518_2247318408682103	2019-04-04T16:07:29+0000	8481	21	2361
904277726319518_2247120742035203	2019-04-04T13:33:30+0000	1617	3	159
904277726319518_2246962145384396	2019-04-04T11:57:20+0000	10639	11	811
904277726319518_2246016298812314	2019-04-03T19:13:07+0000	3273	4	662
904277726319518_2245343185546292	2019-04-03T11:00:55+0000	10478	241	6573
