post_id	date	message	num_likes	num_angry	num_shares
904277726319518_2259306477483296	2019-04-12T13:53:51+0000	""	15863	389	5702
904277726319518_2257668610980416	2019-04-11T11:50:04+0000	"At\u00e9 outro dia, a comunidade internacional reconhecia Paulo Freire como o maior fil\u00f3sofo brasileiro. A extrema-direita quer convenc\u00ea-la de que, na verdade, \u00e9 este senhor!\nP.S. N\u00e3o, n\u00e3o \u00e9 um filme do Woody Allen patrocinado pela Coca-Cola."	2772	839	1714
904277726319518_2256868664393744	2019-04-10T21:51:30+0000	"Ricupero, um dos mais respeitados embaixadores brasileiros no exterior, analisa os 100 dias que mudaram para muito pior a posi\u00e7\u00e3o do Brasil no mundo."	1492	14	437
904277726319518_2256769814403629	2019-04-10T21:07:00+0000	"Cada uma: Novo ministro da Educa\u00e7\u00e3o troca militar por ex-secret\u00e1rio de Haddad em S\u00e3o Paulo."	3725	42	911
904277726319518_2256762054404405	2019-04-10T20:21:04+0000	"Jair aumentou a gasolina e deu ruim: \u201cInfla\u00e7\u00e3o acelera para 0,75% em mar\u00e7o, maior taxa para o m\u00eas desde 2015\u201d."	5204	267	2765
904277726319518_2255271361220141	2019-04-09T20:56:37+0000	""	15244	44	5328
904277726319518_2255045671242710	2019-04-09T17:28:02+0000	""	1773	0	447
904277726319518_2253902294690381	2019-04-08T23:07:01+0000	""	655	3	54
904277726319518_2253414111405866	2019-04-08T16:04:45+0000	"N\u00f3s vamos continuar lutando pelos direitos do povo - e como o Lula \u00e9 do povo, n\u00f3s vamos continuar lutando tamb\u00e9m pelos seus direitos. Ele nasceu das entranhas desse pa\u00eds, n\u00e3o teve nenhum privil\u00e9gio na vida, superou todos os obst\u00e1culos, criou um partido, uma central sindical, abra\u00e7ou o movimento popular pra subir a rampa do Planalto e fazer a diferen\u00e7a na vida do povo brasileiro. \u00c9 por isso que n\u00f3s vamos estar nas ruas defendendo a democracia, os direitos sociais e Lula livre.\n\nV\u00eddeo: Ricardo Stuckert"	8866	10	2748
904277726319518_2252248768189067	2019-04-07T20:52:56+0000	"#LulaLivre\n\nFotos: Ricardo Stuckert"	6307	9	560
904277726319518_2251846551562622	2019-04-07T15:04:31+0000	""	1296	3	124
904277726319518_2250375315043079	2019-04-06T15:41:31+0000	""	1606	4	228
904277726319518_2250374848376459	2019-04-06T15:41:05+0000	""	1619	5	204
904277726319518_2250229258391018	2019-04-06T14:04:33+0000	"Em Porto Alegre, atos em defesa da democracia e dos direitos sociais. #LulaLivre\n\nFotos: Ricardo Stuckert"	4634	10	495
904277726319518_2250177555062855	2019-04-06T13:48:56+0000	""	4337	12	192
904277726319518_2249415515139059	2019-04-06T01:10:04+0000	""	1200	2	124
904277726319518_2249414711805806	2019-04-06T01:09:20+0000	""	786	5	71
904277726319518_2249225388491405	2019-04-05T21:59:45+0000	""	1842	4	254
904277726319518_2626683184027653	2019-04-05T20:20:27+0000	"Fernando Haddad e Manuela D\u2019\u00c1vila na Universidade Federal do Rio Grande do Sul, em Porto Alegre. #LulaLivre"	6358	32	1435
904277726319518_2249062281841049	2019-04-05T19:30:14+0000	""	1971	5	270
904277726319518_2248838995196711	2019-04-05T16:24:05+0000	""	1043	1	102
904277726319518_2247318408682103	2019-04-04T16:07:29+0000	"Nem toda unanimidade \u00e9 burra!"	8481	21	2361
904277726319518_2247120742035203	2019-04-04T13:33:30+0000	""	1617	3	159
904277726319518_2246962145384396	2019-04-04T11:57:20+0000	"Parab\u00e9ns equipe SPCine. \n\nIncr\u00edveis as conquistas da SPCine e da Film Comission (setor da Spcine respons\u00e1vel por centralizar pedidos de filmagem e atrair produ\u00e7\u00f5es), criadas por n\u00f3s, para a cidade de S\u00e3o Paulo. S\u00e3o Paulo Film Commission foi a empresa que trouxe ao Brasil um dos epis\u00f3dios da s\u00e9rie Sense8, da Netflix, e agora negocia com Keanu Reeves a produ\u00e7\u00e3o de uma s\u00e9rie por aqui. Bom lembrar que criamos tamb\u00e9m 20 salas p\u00fablicas de exibi\u00e7\u00e3o nos CEUs da cidade. S\u00e3o Paulo vai se transformando numa grande capital do audiovisual!"	10639	11	811
904277726319518_2246016298812314	2019-04-03T19:13:07+0000	"A boa tradi\u00e7\u00e3o diplom\u00e1tica brasileira se mobiliza contra a pol\u00edtica externa de Bolsonaro."	3273	4	662
904277726319518_2245343185546292	2019-04-03T11:00:55+0000	"N\u00e3o seja prisioneiro da mentira\n\nJudeus pela democracia lan\u00e7am nota de rep\u00fadio a Ernesto Ara\u00fajo ap\u00f3s ministro afirmar que 'nazismo era de esquerda\u2019. \n'Um chanceler obscurantista que propaga mensagens perigosas e infames como essa n\u00e3o \u00e9 digno do cargo que ocupa', afirma a nota. \nA afirma\u00e7\u00e3o do chanceler \u00e9 \u201cchocante\u201d por \u201cignor\u00e2ncia, m\u00e1-f\u00e9 e cinismo\u201d, diz a nota do grupo que acusa Ara\u00fajo e Bolsonaro de promover um \u201crevisionismo hist\u00f3rico\u201d.\nEssa estrat\u00e9gia, lembram os judeus, \u00e9 uma das \u201cgrandes respons\u00e1veis por fazer crescer o antissemitismo e outros discursos de \u00f3dio entre extremistas\u201d, uma vez que o partido nazista \u201cn\u00e3o hesitou em criminalizar, prender e matar, a come\u00e7ar por pessoas de esquerda\u201d.\nO coletivo ainda afirma que n\u00e3o \u00e9 poss\u00edvel medir o alcance das declara\u00e7\u00f5es do ministro, \"mas elas certamente ajudam a sedimentar mentiras mort\u00edferas\u201d"	10478	241	6573
904277726319518_2244788862268391	2019-04-03T01:55:25+0000	"Imbecil inconsequente."	19154	3363	4770
904277726319518_2243769499036994	2019-04-02T11:04:34+0000	"No Brasil, crist\u00e3os, mu\u00e7ulmanos e judeus n\u00e3o s\u00f3 vivem em paz, como casam entre si. Em visita a Israel, Bolsonaro ignorou os primeiros, ofendeu os segundos e frustrou os \u00faltimos, al\u00e9m de importar um conflito inexistente entre n\u00f3s. Nenhum ganho. Pena."	17445	743	2218
904277726319518_2243220922425185	2019-04-02T01:17:37+0000	"Segundo a Organiza\u00e7\u00e3o Mundial da Sa\u00fade, taxar o tabaco \u00e9 a forma mais efetiva de reduzir seu consumo, especialmente entre jovens e pessoas de baixa renda. Diminuir o imposto do cigarro, como quer Moro, afetar\u00e1 sa\u00fade p\u00fablica."	8817	2229	4862
904277726319518_2157802730951756	2019-04-02T00:18:28+0000	"Lindbergh Farias e Vanessa Grazziotinn entrevistam Fernando Haddad na estreia do canal \"'\u00c0 Esquerda\" \n\nAssine o canal: https://bit.ly/2WyzqzE"	3547	108	1553
904277726319518_2242256452521632	2019-04-01T11:42:41+0000	"Maia estava certo sobre o \u201crecorta e cola\u201d de Moro:\nProvas obtidas indicam que projeto foi discutido por apenas 23 dias no Minist\u00e9rio da Justi\u00e7a, sem amparo em evid\u00eancias cient\u00edficas nem debate com especialistas em seguran\u00e7a p\u00fablica."	3447	474	959
904277726319518_2242123282534949	2019-04-01T09:35:51+0000	"Artigo na Folha sobre o golpe de 1964, pela unidade progressista: \n\nFERNANDO HADDAD, FL\u00c1VIO DINO, GUILHERME BOULOS, RICARDO COUTINHO E S\u00d4NIA GUAJAJARA"	2999	5	315
904277726319518_2241656402581637	2019-04-01T01:09:32+0000	""	3513	2	717
904277726319518_2241338135946797	2019-03-31T20:03:17+0000	"Bolsonaro rasga Constitui\u00e7\u00e3o de 1988 e divulga v\u00eddeo pr\u00f3-golpe. Um verdadeiro crime contra a democracia que trai juramento presidencial de manter, defender e cumprir nossa lei maior."	19709	10709	10520
904277726319518_2237689116311699	2019-03-29T13:02:40+0000	"Tr\u00eas viagens, tr\u00eas micos\n\nFelizmente, Bolsonaro descumprir\u00e1 promessa de mudar embaixada para Jerusal\u00e9m. Os recuos e vexames na pol\u00edtica externa v\u00e3o mostrando seu verdadeiro tamanho como ator global."	4496	28	921
904277726319518_2234534269960517	2019-03-27T12:10:40+0000	"Bolsonaro desmantela a educa\u00e7\u00e3o: Presidente do Inep \u00e9 exonerado; \u00e9 a quarta demiss\u00e3o no 1\u00ba escal\u00e3o do MEC."	2394	183	864
904277726319518_2233161736764437	2019-03-26T15:04:00+0000	"Nota \u00e0 Imprensa\nBras\u00edlia, 26 de mar\u00e7o de 2019\n \nReunidos nesta manh\u00e3 em Bras\u00edlia, realizamos um debate sobre o atual momento nacional, especialmente considerando o r\u00e1pido e profundo desgaste do Governo Bolsonaro. Destacamos alguns pontos para reflex\u00e3o de toda a sociedade:\n \n1. Estamos atentos e mobilizados para evitar agudos retrocessos sociais, trazidos por esse projeto de Reforma da Previd\u00eancia, centrado no regime de capitaliza\u00e7\u00e3o e no corte de direitos dos mais pobres.\n \n2. Do mesmo modo, convidamos para a defesa da soberania nacional. Consideramos que por tr\u00e1s do suposto discurso patri\u00f3tico do atual governo h\u00e1, na pr\u00e1tica, atitudes marcadamente antinacionais, como vimos na recente visita presidencial aos Estados Unidos.\n \n3. Em face da absurda decis\u00e3o do Governo Bolsonaro de \u201ccomemorar\u201d o Golpe Militar de 1964, no pr\u00f3ximo dia 31 de mar\u00e7o, manifestamos nossa solidariedade aos torturados e \u00e0s fam\u00edlias dos desaparecidos. Sublinhamos a centralidade da quest\u00e3o democr\u00e1tica, que se manifesta na defesa do Estado de Direito, das garantias fundamentais e no rep\u00fadio a atos de viol\u00eancia contra popula\u00e7\u00f5es pobres e exploradas, a exemplo das periferias, dos negros e dos \u00edndios. N\u00e3o aceitamos a criminaliza\u00e7\u00e3o dos movimentos sociais, uma vez que eles s\u00e3o essenciais para uma viv\u00eancia autenticamente democr\u00e1tica.\n \nNesse contexto, \u00e9 urgente assegurar ao ex-presidente Lula seus direitos previstos em lei e tratamento ison\u00f4mico, n\u00e3o se justificando a manuten\u00e7\u00e3o de sua pris\u00e3o sem condena\u00e7\u00e3o transitada em julgado.\n \nPor fim, essa reuni\u00e3o expressa o desejo de ampla unidade do campo democr\u00e1tico para resistir aos retrocessos e oferecer propostas progressistas para o Brasil.\n \nFernando Haddad\nEx-candidato a presidente da Rep\u00fablica\n \nGuilherme Boulos\nEx-candidato a presidente da Rep\u00fablica\n \nFl\u00e1vio Dino\nGovernador do Maranh\u00e3o\n \nSonia Guajajajra\nEx-candidata a vice-presidente da Rep\u00fablica\n\nRicardo Coutinho\nEx-governador da Para\u00edba"	9423	22	1215
904277726319518_2233030446777566	2019-03-26T13:21:49+0000	"Com Fl\u00e1vio Dino, Ricardo Coutinho, Guilherme Boulos e S\u00f4nia Guajajara, discutindo a unidade do campo progressista, contra o projeto antinacional, antipopular e antidemocr\u00e1tico do atual desgoverno.\n\nFoto: Magno Romero"	8103	35	714
904277726319518_2231548160259128	2019-03-25T13:42:20+0000	"Ele avisou que veio para desconstruir."	8218	3313	4412
904277726319518_2231284993618778	2019-03-25T10:25:13+0000	"Perguntas: quem tem um guru desequilibrado \u00e9 o que? E seus funcion\u00e1rios?"	5325	35	1755
904277726319518_2228576280556316	2019-03-23T14:37:19+0000	"Ei, minion, enquanto voc\u00ea est\u00e1 aqui no meu Face defendendo uma farsa, seu \u00eddolo j\u00e1 aumentou a gasolina em 21,47%,  e o diesel em 18,48%, em apenas tr\u00eas meses!!! D\u00e1 um pulo no posto Ipiranga."	36842	820	19963
904277726319518_2228383523908925	2019-03-23T12:32:22+0000	"Educa\u00e7\u00e3o: crise e humilha\u00e7\u00e3o \n\nO presidente n\u00e3o tem pulso para demitir e o ministro n\u00e3o tem vergonha na cara para demitir-se.\n\u201cV\u00e9lez fica no cargo, mas n\u00e3o pode nomear mais ningu\u00e9m\u201d"	9298	549	6093
904277726319518_2225503914196886	2019-03-21T13:46:46+0000	"Olha a rela\u00e7\u00e3o de causalidade que este g\u00eanio descobriu. Inacredit\u00e1vel o despreparo em simplesmente tudo."	9889	7108	10457
904277726319518_2225443614202916	2019-03-21T12:54:10+0000	"Um problema das fake news \u00e9 que elas se transformam muito rapidamente em bad news:\nMais da metade dos LGBT diz ter sofrido viol\u00eancia desde as elei\u00e7\u00f5es"	2778	135	682
904277726319518_2224100701003874	2019-03-20T14:21:11+0000	"Apesar de serem os principais respons\u00e1veis pelo d\u00e9ficit da previd\u00eancia, reforma para militares prev\u00ea gerar uma economia l\u00edquida de apenas 1% dos R$ 1 tri previstos em 10 anos. Quem vai pagar a conta \u00e9 o pov\u00e3o mesmo!"	3297	741	1418
904277726319518_2224017637678847	2019-03-20T13:26:15+0000	"Conforme antecipei, come\u00e7a o desmonte das universidades federais: \u201cBolsonaro corta 13,7 mil cargos em universidades p\u00fablicas\u201d."	5455	2755	6859
904277726319518_2223766134370664	2019-03-20T10:14:59+0000	"Bolsonaro adota pol\u00edtica externa do toma-l\u00e1."	2937	211	1103
904277726319518_325752998294736	2019-03-20T00:35:12+0000	"A FARSA DA LAVA JATO\n\nOs abusos da opera\u00e7\u00e3o que tentou se apropriar de R$ 2,5 bilh\u00f5es de recursos p\u00fablicos para fazer propaganda de um projeto de poder de extrema-direita.\n\nEsse foi o pre\u00e7o do acordo dos procuradores de Curitiba e do ex-juiz Sergio Moro com os Estados Unidos para prender Lula e impedi-lo de disputar as elei\u00e7\u00f5es de 2018, tirando o direito do povo brasileiro de reconduzi-lo \u00e0 presid\u00eancia da Rep\u00fablica.\n\n\u201cA farsa da Lava Jato\u201d, reportagem especial do jornalista e deputado Paulo Pimenta (PT-RS), l\u00edder do PT na C\u00e2mara, desmonta o quebra-cabe\u00e7a do esquema criminoso montado pela \u201cRep\u00fablica de Curitiba\u201d \u2013 com apoio de um cons\u00f3rcio golpista formado por v\u00e1rios atores pol\u00edticos \u2013 para enriquecer um punhado de pessoas e colocar a Petrobras, a empresa mais avan\u00e7ada do planeta na explora\u00e7\u00e3o de petr\u00f3leo em \u00e1guas profundas, sob controle dos Estados Unidos.\n\nAssista. Comente. Compartilhe.\n\n#aFarsaDaLavaJato"	5547	105	5184
904277726319518_2222917634455514	2019-03-19T19:17:02+0000	"N\u00f3s n\u00e3o vamos esquecer o Lula, porque n\u00e3o esqueceremos nunca de lutar contra a injusti\u00e7a. A liberdade de Lula se confunde com a liberdade deste pa\u00eds."	11177	25	3838
904277726319518_2222810357799575	2019-03-19T17:22:02+0000	"Sigilo quebrado: Bolsonaro encontrou-se com torturadora da CIA."	4443	2203	3663
904277726319518_2222452741168670	2019-03-19T12:29:59+0000	"Bolsonaro diz que maioria de imigrantes n\u00e3o tem boas inten\u00e7\u00f5es, no caso, trabalhar e criar os filhos. Para algu\u00e9m que se aposentou aos 33 anos, a frase faz sentido."	16384	5703	7182
904277726319518_2220989421315002	2019-03-18T11:37:15+0000	"O que o governo Bolsonaro entende por fim dos privil\u00e9gios: \u201cPobre que trabalha desde cedo contribuir\u00e1 11 anos a mais para se aposentar\u201d."	5654	1381	2791
904277726319518_2220158778064733	2019-03-17T20:34:52+0000	"Entrevista ao Estad\u00e3o."	23512	13	4586
904277726319518_2218717868208824	2019-03-16T20:54:55+0000	""	1837	9	211
904277726319518_2218137751600169	2019-03-16T12:14:09+0000	"O desnorteio chega \u00e0 \u00e1rea econ\u00f4mica do governo."	4294	82	679
904277726319518_2215937845153493	2019-03-15T00:52:11+0000	"Paraninfo da ECA-USP. S\u00f3 emo\u00e7\u00e3o e um minuto de sil\u00eancio pela mem\u00f3ria de Marielle Franco e tantas outras perdas. \n\nFoto: Ricardo Stuckert"	11743	9	1812
904277726319518_2215553495191928	2019-03-14T18:25:19+0000	"Mat\u00e9ria da Revista \u00c9poca de 2018:\nAssaltante que levou arma e moto de Bolsonaro (1995) foi preso. Apareceu morto (enforcado) na cela, pendurado por corda.\nMulher e sogra do morto contestaram inqu\u00e9rito sobre suposto suic\u00eddio. Um m\u00eas depois, foram mortas a tiros."	27725	5118	23802
904277726319518_2215004191913525	2019-03-14T10:33:21+0000	"Para mudar sua p\u00e9ssima imagem no exterior Bolsonaro fala em trocar embaixadores. N\u00e3o seria o caso de mudar o seu interior primeiro?"	12324	161	2516
904277726319518_2214357178644893	2019-03-13T18:32:29+0000	"Que tristeza! Minha solidariedade \u00e0 comunidade da escola em Suzano. Que um dia tenhamos PAZ!"	6016	4	164
904277726319518_2213964058684205	2019-03-13T11:19:01+0000	"INSEGURAN\u00c7A\nDepois de cortar verbas de manuten\u00e7\u00e3o de viadutos, gest\u00e3o Doria-Covas reduziu em 21% efetivo da Defesa Civil da cidade de SP."	1520	293	417
904277726319518_2213444982069446	2019-03-13T00:28:13+0000	"Caiu o \u00fanico da equipe do MEC que somava dois mais dois com desenvoltura:"	3441	110	533
904277726319518_2212792532134691	2019-03-12T14:03:42+0000	"As pessoas se perguntam como um ex-PM pode morar num condom\u00ednio de luxo no RJ. Eu ainda me pergunto como um ex-deputado pode morar nesse mesmo condom\u00ednio. Qual o segredo do sucesso?"	20676	1866	9339
904277726319518_2212753995471878	2019-03-12T13:36:22+0000	""	14508	125	5838
904277726319518_2212653822148562	2019-03-12T12:09:45+0000	"Ap\u00f3s pris\u00f5es do caso Marielle, Freixo diz que caso n\u00e3o est\u00e1 resolvido: 'A mando de quem?'"	29819	148	7589
904277726319518_2211531405594137	2019-03-11T15:25:29+0000	"A PEC da desvincula\u00e7\u00e3o\n\nCom ajuda, Bolsonaro talvez compreenda este gr\u00e1fico. A curva amarela representa o investimento p\u00fablico em educa\u00e7\u00e3o como propor\u00e7\u00e3o do PIB no Brasil. A curva azul, no \u00e2mbito da OCDE. \nComo se v\u00ea, nosso atraso educacional se deve, pelo menos em parte, ao subinvestimento na \u00e1rea, por d\u00e9cadas! \nDurante o regime militar, por exemplo, o Brasil investia cerca de 50% daquilo que os pa\u00edses ricos investiam, como propor\u00e7\u00e3o do PIB. \nSomente no governo Lula, a quem servi como ministro, superamos pela primeira vez a m\u00e9dia da OCDE, ou seja, muito recentemente depois de d\u00e9cadas de atraso. \nPois bem, Bolsonaro quer desvincular do or\u00e7amento os investimentos em educa\u00e7\u00e3o e apresentar\u00e1 uma proposta de emenda constitucional nesse sentido.\nAcreditem, o mesmo governo que pretende acabar com a Previd\u00eancia Social p\u00fablica prepara o bote na educa\u00e7\u00e3o p\u00fablica. Lament\u00e1vel!!!"	2155	223	848
904277726319518_2211419375605340	2019-03-11T13:47:16+0000	"Obsess\u00e3o por farinata: Governo Doria muda merenda, e aluno chega a ter almo\u00e7o de arroz com farofa."	5154	3792	3131
904277726319518_2211352715612006	2019-03-11T12:56:12+0000	"Algu\u00e9m sabe se o Vila est\u00e1 comentando a agenda do Covas? Parece que s\u00f3 agora ele se pronunciou e dizem que Covas, nestes pouco mais de 2 anos, se ausentou por 108 dias! Confere? Sei l\u00e1, to meio chateado... mais com o Vila do que com o Covas."	6789	16	489
904277726319518_2211211125626165	2019-03-11T11:37:09+0000	"Para desviar foco do laranjal e das mil\u00edcias, Bolsonaro usa declara\u00e7\u00e3o falsa para atacar imprensa."	12590	2634	4543
904277726319518_2210634095683868	2019-03-10T22:44:53+0000	"Camisa de For\u00e7a: Militares querem isolar ministro V\u00e9lez Rodriguez, segundo olavetes."	3058	22	575
904277726319518_2210472255700052	2019-03-10T19:31:57+0000	"Nada Bom\nDe 2010 para c\u00e1, Brasil caiu da 19\u00aa posi\u00e7\u00e3o para a 68\u00aa, no ranking de pa\u00edses seguros para LGBTs. Na nossa gest\u00e3o em SP, a cidade chegou a ganhar o selo da RainbowCitiesNetwork, \u00fanico caso na Am\u00e9rica Latina. \nN\u00e3o por coincid\u00eancia, a intoler\u00e2ncia aos LGBTs foi incorporada \u00e0s disputas eleitorais a partir da campanha de 2012."	2267	286	497
904277726319518_2210342519046359	2019-03-10T17:13:31+0000	"Boa not\u00edcia: SP ter\u00e1 aluguel de bicicletas el\u00e9tricas. O Plano Municipal de Mobilidade, premiado internacionalmente, precisa ser retomado. Pedestres e usu\u00e1rios de \u00f4nibus tem sido duramente prejudicados pela gest\u00e3o D\u00f3ria/Covas, com cortes no passe-livre e bilhete \u00fanico e subinvestimento em cal\u00e7adas e corredores."	5580	5	378
904277726319518_2209128232501121	2019-03-09T18:59:01+0000	"\"Democracia quem garante \u00e9 o povo, que \u00e9 de onde emana todo o poder segundo nossa Constitui\u00e7\u00e3o\", disse Lula em recado transmitido por Haddad ap\u00f3s visita ao ex-presidente na tarde de hoje.\n\n#LulaLivre\nFoto: Ricardo Stuckert"	12650	21	3246
904277726319518_2207652529315358	2019-03-08T16:59:18+0000	"Agora vai!"	2271	11	208
904277726319518_2207427489337862	2019-03-08T13:44:20+0000	"Obrigado por tudo! Feliz dia das mulheres!"	8296	1	938
904277726319518_2206676276079650	2019-03-08T00:13:30+0000	"ORGULHO: Brasileira do Ci\u00eancia sem Fronteiras tem tese de doutorado considerada a mais importante do mundo para a Biologia. \n\nTha\u00eds tem apenas 29 anos e fez seu doutorado em Londres, gra\u00e7as ao programa Ci\u00eancias sem Fronteiras e acaba de se tornar a primeira latino-americana a ser premiada pela Linnean Society da Inglaterra desde que a premia\u00e7\u00e3o come\u00e7ou a existir, em 1888. A jovem \u00e9 graduada em ci\u00eancias biol\u00f3gicas e possui mestrado em bot\u00e2nica pela UnB."	55886	7	28085
904277726319518_2206115756135702	2019-03-07T15:51:11+0000	"Num longo discurso de quatro minutos, Bolsonaro diz a militares que democracia s\u00f3 existe se as For\u00e7as Armadas quiserem. Infelizmente, o presidente n\u00e3o atendeu a imprensa para explicar o racioc\u00ednio."	11083	4298	6024
904277726319518_2206048062809138	2019-03-07T14:45:48+0000	"Mercado comprou laranja por cereja."	16936	145	6850
904277726319518_2205967069483904	2019-03-07T13:40:03+0000	"Disse tr\u00eas meses atr\u00e1s e repito:\n\n\u201cNo Brasil est\u00e1 sendo gestado o que eu chamo de neoliberalismo regressivo, decorrente da crise econ\u00f4mica. \u00c9 uma onda diferente da dos anos 1990. Ela chega a ser obscurantista em determinados momentos, contra as artes, a escola laica, os direitos civis. \n\u00c9 um complemento necess\u00e1rio para manter a agenda econ\u00f4mica do Bolsonaro, que \u00e9 a agenda Temer radicalizada.\nEssa agenda n\u00e3o passa no teste da desigualdade. Tem baixa capacidade de sustenta\u00e7\u00e3o. Mas, acoplada \u00e0 agenda cultural regressiva, pode ter uma vida mais longa\u201d."	11131	67	2933
904277726319518_2205746459505965	2019-03-07T11:30:00+0000	"A reportagem da Deutsche Welle que irritou o Ministro do Meio Ambiente de Bolsonaro, aquele que tem mestrado b\u00edblico em direito p\u00fablico por Yale."	6884	90	2194
904277726319518_2205714212842523	2019-03-07T10:29:34+0000	"Ret\u00f3rica anti-China de Bolsonaro trava uso de fundo bilion\u00e1rio no Brasil e prejudica investimentos em infraestrutura"	5444	298	2299
904277726319518_2205095096237768	2019-03-06T22:17:51+0000	"Marielle presente!"	10283	10	1840
904277726319518_2204959519584659	2019-03-06T21:05:00+0000	"Bolsonaro foi alvo do The Guardian. O texto destaca que \"o presidente de extrema-direita provocou indigna\u00e7\u00e3o, nojo e ridiculariza\u00e7\u00e3o depois de twitar um v\u00eddeo pornogr\u00e1fico na tentativa de revidar as cr\u00edticas ao seu governo durante o carnaval deste ano\"."	31575	759	12388
904277726319518_2204956576251620	2019-03-06T20:18:36+0000	"GOLDEN SHARE\nCom Bolsonaro, Presid\u00eancia eleva em 16% gasto com cart\u00e3o corporativo."	15073	2505	4434
904277726319518_2204333582980586	2019-03-06T11:14:23+0000	"Bela reportagem sobre os bloquinhos de carnaval nas quebradas de SP que devia estar sendo divulgada para o Brasil e o mundo."	16756	5	1636
904277726319518_2203615046385773	2019-03-05T21:24:04+0000	"Como classificar um governo que incita a viol\u00eancia contra professores, artistas e cientistas?"	10214	1142	1097
904277726319518_2203112086436069	2019-03-05T13:33:31+0000	"Grande not\u00edcia: Segundo paciente \u00e9 curado do HIV com transplante de c\u00e9lulas-tronco."	45018	4	18997
904277726319518_2201558586591419	2019-03-04T11:31:32+0000	"Bolsonaro diz que n\u00e3o larga o Tonho de jeito nenhum."	4949	770	1322
904277726319518_2200788790001732	2019-03-03T21:13:04+0000	"Bozonazis tentam responsabilizar Lula pela morte do neto e produzem a pior Fake News de todas at\u00e9 aqui."	13248	3872	4549
904277726319518_2200465913367353	2019-03-03T16:15:55+0000	"CARNAVAL em SP\n\nEm 2014, quando regulamentamos a inscri\u00e7\u00e3o e desfile de blocos de rua em S\u00e3o Paulo, os cerca de 40 cortejos que costumavam ocupar a cidade nos dias de folia, por vezes reprimidos, pularam para mais de 170. Em 2015, foram cerca de 300 (https://goo.gl/LmN1vu). Hoje, o carnaval de S\u00e3o Paulo j\u00e1 superou o do Rio e s\u00f3 fica atr\u00e1s de Salvador e Recife (https://goo.gl/4z7kZk). Transformamos uma semana praticamente morta em uma semana de cultura, turismo e neg\u00f3cios, que movimenta R$1,9 bilh\u00e3o (https://goo.gl/Haumj7)."	9324	6	652
904277726319518_2200320770048534	2019-03-03T14:09:51+0000	"As crian\u00e7as j\u00e1 sabem."	9438	10	4888
904277726319518_2200130306734247	2019-03-03T12:06:15+0000	"Entrevista para a \u00c9poca."	26809	36	4528
904277726319518_2199311123482832	2019-03-02T22:33:58+0000	"Ao deixar o cemit\u00e9rio, Lula subiu no carro da PF e acenou para seus apoiadores. Na hora que ele desceu, o delegado da PF disse: \u201cO senhor sabe que n\u00e3o devia ter feito isso.\u201d \u201cO senhor sabe que eu devia\u201d, respondeu Lula.\n\nV\u00eddeo: Ricardo Stuckert"	20025	65	8466
904277726319518_2197677893646155	2019-03-01T21:21:42+0000	"For\u00e7a Lula!"	54021	63	33542
904277726319518_2197108977036380	2019-03-01T13:01:29+0000	"Vai ser bem f\u00e1cil cobrar."	5967	139	1755
904277726319518_2196055303808414	2019-02-28T18:09:16+0000	"Como dizia Siey\u00e8s, os que n\u00e3o deviam ter a incumb\u00eancia de nada, encarregaram-se obstinadamente de tudo."	5795	188	7115
904277726319518_2195011670579444	2019-02-28T01:02:31+0000	"Um governo bisonho."	11435	2591	4720
904277726319518_2194229317324346	2019-02-27T14:15:00+0000	"A ideologiza\u00e7\u00e3o do Itamaraty e os reveses do com\u00e9rcio exterior: China oferece comprar dos EUA o que hoje compra do Brasil e Uni\u00e3o Europeia v\u00ea 'retrocesso' na negocia\u00e7\u00e3o com o Mercosul e prev\u00ea fechar compra de carne americana 'em semanas'"	2560	110	1310
904277726319518_2194245120656099	2019-02-27T13:15:50+0000	"O grafite e o cinza\nN\u00e3o curto a judicializa\u00e7\u00e3o extremada da pol\u00edtica, mas confesso que me doeu quando D\u00f3ria pintou de cinza o maior corredor de grafite da cidade. Depois disso, usou R$ 10 mi de compensa\u00e7\u00e3o ambiental, antes destinados \u00e0s empenas cegas do Minhoc\u00e3o, para cobrir o cinza com um jardim vertical que definha a olhos vistos. Parecia um gesto que agredia uma concep\u00e7\u00e3o de cidade, com parkets e ruas abertas, pra\u00e7as Wi-Fi e ciclovias, parques e corredores de \u00f4nibus, cinemas, teatros de rua e novos CEUs. N\u00e3o fico feliz com a condena\u00e7\u00e3o que, inclusive, pode ser revertida. Mas, o sinal \u00e9 de que a cidade quer cultura, intera\u00e7\u00e3o humana e respeito.\nhttps://www.cartacapital.com.br/politica/doria-e-condenado-por-apagar-mural-de-grafite-inaugurado-por-haddad/"	16386	84	4843
904277726319518_2194212903992654	2019-02-27T12:53:47+0000	"Reforma da Previd\u00eancia esmaga aux\u00edlio-inclus\u00e3o para trabalhadores com defici\u00eancia: projeto derruba valor previsto, dificulta acesso ao benef\u00edcio de presta\u00e7\u00e3o continuada e altera aposentadorias para pessoas com defici\u00eancia."	4819	1565	9137
904277726319518_2193346064079338	2019-02-26T21:06:38+0000	"As mesmas fakenews que garantiram a vit\u00f3ria de Bolsonaro voltam a circular com a crise venezuelana. Mil\u00edcias digitais continuam operantes."	8565	1827	3516
